EEID,FullName,JobTitle,Department,BusinessUnit,Gender,Ethnicity,Age,HireDate,AnnualSalary,Bonus%,Country,City,ExitDate
E00870,Brandon Mccarty,Vice President,Engineering,Corporate,Female,Caucasian,22,02-05-2020,"$68,119",5%,Germany,Chongqing,########
E00871,Richard Cox,Technical,Sales,Speciality,Female,Black,42,22-10-2000,"$122,044",0%,Germany,Columbus,########
E00872,Bradley Henry,Vice President,Engineering,Manufacturing,Male,Latino,57,22-04-1997,"$193,966",14%,India,Rio de Janeiro,########
E00873,Sean English,Coordinator,IT,Corporate,Male,Caucasian,28,17-08-2009,"$111,049",19%,China,Phoenix,########
E00874,Amber Yang,Sr. Manager,IT,Corporate,Male,Caucasian,34,04-01-2003,"$169,251",17%,Brazil,Manaus,########
E00875,Dawn Rodriguez,Coordinator,Engineering,Manufacturing,Male,Other,42,02-07-2018,"$100,848",8%,Germany,Chongqing,02-08-2024
E00876,Jill Jones,Sr. Manager,Research,Speciality,Female,Asian,28,08-08-2002,"$62,874",5%,Brazil,Rio de Janeiro,########
E00877,Kerri Ramos,Consultant,Finance,Speciality,Male,Asian,29,30-01-2014,"$143,282",16%,Germany,Shanghai,########
E00878,Joseph Edwards,Engineer,Sales,Manufacturing,Female,Other,49,09-04-2022,"$88,741",2%,United States,Miami,08-11-2022
E00879,Teresa Taylor,Manager,IT,Corporate,Male,Caucasian,54,26-08-2011,"$151,201",18%,India,Austin,########
E00880,Matthew Melendez,Manager,Sales,Manufacturing,Female,Latino,47,09-03-1998,"$75,514",19%,China,Rio de Janeiro,18-05-2023
E00881,Aimee Long,Manager,Engineering,Corporate,Female,Asian,44,24-05-2023,"$181,193",24%,India,Chicago,########
E00882,Madison Mooney,Sr. Manager,Finance,Corporate,Female,Asian,25,16-08-1997,"$59,483",11%,Brazil,Manaus,########
E00883,Jacob Young,Analyst,Marketing,Manufacturing,Male,Other,53,06-09-2002,"$67,671",6%,Brazil,Seattle,########
E00884,Louis Olson,Sr. Manager,Marketing,Manufacturing,Male,Asian,49,13-12-1999,"$168,955",27%,United States,Rio de Janeiro,########
E00885,Tammy Davidson,Manager,Research,Corporate,Male,Caucasian,24,02-08-2023,"$164,784",21%,Germany,Austin,########
E00886,Nicole Johnson,Director,IT,Manufacturing,Female,Asian,54,09-01-2018,"$50,803",13%,China,Seattle,########
E00887,Brenda Marshall,Vice President,Sales,Manufacturing,Male,Other,29,01-02-2019,"$175,818",30%,Germany,Manaus,########
E00888,Kaitlyn Travis,Consultant,Sales,Corporate,Male,Asian,32,10-07-2006,"$192,909",15%,China,Rio de Janeiro,########
E00889,Ian Fritz,Director,Marketing,Speciality,Female,Other,46,09-01-2013,"$52,538",22%,United States,Phoenix,########
E00890,Emily Payne,Manager,Research,Manufacturing,Female,Black,32,28-01-2012,"$162,437",0%,United States,Chicago,########
E00891,Joshua Pena,Sr. Manager,Finance,Manufacturing,Male,Caucasian,42,08-01-2006,"$93,296",14%,China,Columbus,########
E00892,Robert Maxwell,Sr. Manager,IT,Speciality,Female,Black,53,25-01-2022,"$69,166",13%,United States,Manaus,########
E00893,Christopher Sanders,Director,IT,Manufacturing,Female,Caucasian,32,14-07-1999,"$192,521",23%,United States,Seattle,########
E00894,Darlene Sosa,Analyst,IT,Corporate,Female,Black,31,29-12-2004,"$174,183",12%,Brazil,Manaus,########
E00895,Jody Thompson DDS,Consultant,IT,Speciality,Female,Black,40,20-06-2003,"$118,873",21%,United States,Phoenix,########
E00896,David Jacobs,Sr. Manager,IT,Corporate,Female,Latino,24,06-11-2022,"$113,515",30%,Brazil,Miami,########
E00897,Michelle Lam,Vice President,Sales,Manufacturing,Male,Asian,58,24-09-2014,"$148,096",5%,India,Columbus,25-03-2023
E00898,Amanda Morgan,Engineer,Sales,Corporate,Female,Other,51,29-09-2022,"$136,317",8%,United States,Seattle,########
E00899,Anthony Gonzalez,Technical,Sales,Manufacturing,Female,Black,38,02-04-1998,"$103,609",8%,Germany,Phoenix,########
E00900,Daniel Harrison,Technical,Sales,Speciality,Male,Latino,58,29-03-2016,"$174,952",23%,United States,Columbus,25-06-2024
E00901,Gary Mcintosh,Engineer,Engineering,Manufacturing,Female,Asian,30,26-02-2001,"$53,020",2%,United States,Phoenix,########
E00902,Cynthia Myers,Vice President,Engineering,Manufacturing,Female,Caucasian,26,17-12-2022,"$62,806",2%,United States,Manaus,########
E00903,Casey Anderson,Consultant,IT,Speciality,Female,Latino,58,14-02-2015,"$168,809",3%,Brazil,Columbus,########
E00904,Monique Jones,Sr. Manager,Marketing,Speciality,Female,Black,49,28-06-2008,"$109,027",15%,Brazil,Rio de Janeiro,########
E00905,Sharon Mitchell,Technical,IT,Corporate,Male,Other,25,07-04-2014,"$111,425",19%,United States,Chicago,########
E00906,Frank Mack,Technical,Marketing,Manufacturing,Male,Other,52,28-02-2004,"$181,985",14%,China,Miami,########
E00907,Alexis Lee,Sr. Manager,Marketing,Manufacturing,Female,Asian,35,14-08-2002,"$52,885",30%,China,Austin,########
E00908,Peter Hoffman,Technical,Finance,Corporate,Male,Caucasian,24,24-06-1997,"$91,309",22%,China,Chongqing,########
E00909,Megan Larson,Vice President,Sales,Speciality,Male,Caucasian,23,05-02-2001,"$134,408",27%,China,Shanghai,########
E00910,Rachel Montoya,Sr. Manager,Research,Manufacturing,Male,Other,29,24-12-1995,"$140,273",1%,United States,Phoenix,########
E00911,Edwin Rodriguez,Vice President,Engineering,Corporate,Female,Other,60,19-02-1998,"$60,587",22%,China,Shanghai,########
E00912,Barbara Harris,Consultant,Sales,Corporate,Male,Other,29,26-03-2001,"$67,471",28%,United States,Phoenix,########
E00913,Bryan Miller,Vice President,Finance,Corporate,Male,Latino,44,13-08-2018,"$84,571",28%,India,Miami,########
E00914,Tammy Koch,Coordinator,Engineering,Manufacturing,Male,Other,48,29-02-2008,"$163,213",29%,India,Miami,########
E00915,Marvin Gould PhD,Engineer,Marketing,Manufacturing,Female,Asian,51,05-10-2000,"$83,087",4%,United States,Seattle,07-02-2024
E00916,Travis Elliott,Technical,IT,Corporate,Male,Asian,27,23-09-2014,"$126,480",10%,Brazil,Manaus,20-12-2021
E00917,Michael Jordan,Consultant,Research,Manufacturing,Female,Black,44,28-12-2010,"$81,616",30%,Brazil,Chongqing,15-08-2020
E00918,Natasha Caldwell,Vice President,Sales,Corporate,Male,Latino,26,01-06-2013,"$175,877",23%,Brazil,Austin,########
E00919,Susan Vargas,Coordinator,Research,Corporate,Female,Other,30,26-05-2017,"$198,098",16%,Brazil,Phoenix,########
E00920,Derrick Nguyen,Manager,Marketing,Corporate,Male,Asian,42,12-03-1997,"$174,525",21%,Germany,Chongqing,########
E00921,Jesus Burke,Engineer,Marketing,Corporate,Female,Other,58,01-10-2000,"$198,475",2%,United States,Chicago,########
E00922,Eric Parker,Director,IT,Manufacturing,Male,Asian,42,29-01-1999,"$81,556",1%,China,Rio de Janeiro,########
E00923,Theresa Harris,Coordinator,Research,Corporate,Male,Latino,57,21-03-2005,"$56,172",11%,Brazil,Phoenix,21-08-2021
E00924,Lisa Martinez,Coordinator,Engineering,Manufacturing,Male,Caucasian,41,25-08-2003,"$64,527",20%,Brazil,Miami,########
E00925,Amber Weber,Engineer,Engineering,Corporate,Male,Other,58,06-07-2021,"$79,079",28%,China,Chicago,########
E00926,Jodi Schneider,Engineer,IT,Manufacturing,Female,Caucasian,29,02-01-2002,"$71,522",29%,India,Chicago,12-01-2024
E00927,Kenneth Cortez,Vice President,Engineering,Manufacturing,Male,Asian,55,24-03-2020,"$116,787",29%,Germany,Miami,########
E00928,Crystal Ramirez,Manager,Engineering,Speciality,Male,Latino,40,23-06-2011,"$132,037",24%,China,Seattle,########
E00929,Benjamin Jordan,Vice President,Marketing,Corporate,Female,Black,42,16-12-2021,"$168,492",30%,India,Shanghai,########
E00930,Mary Blair,Technical,Finance,Corporate,Female,Caucasian,47,30-06-2004,"$149,244",3%,India,Seattle,########
E00931,Joshua Rhodes,Technical,IT,Corporate,Male,Black,30,07-02-2010,"$83,203",1%,Brazil,Chicago,########
E00932,Linda Schneider,Technical,IT,Manufacturing,Male,Caucasian,40,29-04-2014,"$84,752",26%,India,Rio de Janeiro,########
E00933,Frank Spencer,Technical,Engineering,Manufacturing,Male,Asian,57,12-02-2022,"$78,056",28%,India,Manaus,########
E00934,Christopher Yang,Engineer,IT,Speciality,Male,Caucasian,40,09-06-2019,"$120,552",13%,Germany,Phoenix,########
E00935,Nathan Simpson,Technical,Research,Speciality,Male,Latino,41,16-02-2022,"$120,322",29%,China,Austin,########
E00936,Nicole Taylor,Consultant,Marketing,Speciality,Male,Latino,50,09-12-2001,"$180,749",16%,India,Chicago,########
E00937,Monique Martinez,Analyst,IT,Speciality,Female,Asian,31,14-10-2007,"$52,620",11%,India,Rio de Janeiro,########
E00938,Matthew Hayden,Coordinator,Sales,Corporate,Male,Asian,42,12-10-2011,"$52,913",26%,China,Seattle,########
E00939,Elizabeth Lamb,Director,Finance,Manufacturing,Male,Other,58,02-06-2009,"$78,080",13%,United States,Manaus,########
E00940,Erin Cox,Sr. Manager,Engineering,Speciality,Female,Black,41,17-03-2005,"$70,237",27%,United States,Chongqing,########
E00941,Brandy Flores,Consultant,Finance,Corporate,Male,Latino,50,25-12-2021,"$174,173",18%,Germany,Austin,########
E00942,Jasmine Coleman,Technical,IT,Speciality,Female,Caucasian,42,25-11-2008,"$168,220",26%,China,Rio de Janeiro,########
E00943,Terry Smith,Consultant,Research,Manufacturing,Male,Other,59,12-06-2002,"$76,358",24%,Germany,Rio de Janeiro,########
E00944,Brandon Jones,Vice President,Engineering,Corporate,Female,Caucasian,37,02-09-2021,"$83,866",24%,United States,Columbus,########
E00945,Michael Mcknight,Sr. Manager,Research,Manufacturing,Male,Caucasian,22,15-07-2020,"$71,451",0%,United States,Shanghai,########
E00946,Richard Jackson,Vice President,IT,Manufacturing,Male,Asian,32,04-08-2004,"$122,916",13%,United States,Phoenix,########
E00947,Anthony Turner,Sr. Manager,Engineering,Speciality,Female,Other,41,18-04-2009,"$138,827",13%,Germany,Manaus,03-09-2023
E00948,Madison Morgan,Vice President,IT,Manufacturing,Female,Latino,31,08-07-1995,"$149,287",24%,China,Miami,########
E00949,Laura Moon,Coordinator,Engineering,Speciality,Male,Latino,26,23-06-1998,"$175,289",15%,Brazil,Phoenix,10-11-2024
E00950,Paige Sloan,Coordinator,Finance,Manufacturing,Female,Black,42,26-05-2014,"$124,192",3%,India,Rio de Janeiro,########
E00951,Emily Mullins,Sr. Manager,Engineering,Corporate,Male,Latino,45,15-03-1997,"$105,252",22%,Germany,Miami,########
E00952,Krystal Jackson,Technical,Finance,Corporate,Female,Black,58,01-08-1995,"$51,400",6%,United States,Manaus,04-03-2023
E00953,Mark Harrison,Sr. Manager,Sales,Corporate,Female,Latino,33,14-04-1995,"$99,713",6%,Germany,Manaus,########
E00954,Rhonda Arellano,Engineer,Finance,Speciality,Male,Other,41,01-09-2011,"$146,159",2%,China,Shanghai,########
E00955,Amy Weber,Coordinator,Marketing,Manufacturing,Female,Caucasian,30,25-07-2008,"$122,114",27%,Germany,Chicago,########
E00956,Edward Reeves,Consultant,Research,Corporate,Female,Black,35,27-06-2011,"$154,587",22%,United States,Chicago,########
E00957,Mr. Dale Lara MD,Coordinator,Marketing,Manufacturing,Male,Black,54,07-10-1996,"$96,721",22%,United States,Shanghai,########
E00958,Katherine Hess,Vice President,Sales,Corporate,Female,Black,34,15-07-1996,"$197,168",13%,Germany,Seattle,########
E00959,Matthew Gonzalez,Manager,Finance,Corporate,Male,Caucasian,51,24-10-2005,"$52,976",16%,China,Chongqing,########
E00960,Michelle Brown,Director,Engineering,Speciality,Female,Asian,41,05-11-2017,"$114,979",24%,Germany,Columbus,########
E00961,David Riley,Analyst,Finance,Corporate,Female,Asian,60,19-10-2010,"$136,944",21%,United States,Chicago,########
E00962,Amanda Edwards,Coordinator,Sales,Speciality,Female,Caucasian,47,07-07-1998,"$85,887",6%,China,Chongqing,########
E00963,Dr. Mallory Soto,Technical,Sales,Manufacturing,Male,Black,44,31-08-2006,"$51,388",15%,Brazil,Columbus,########
E00964,Meagan Lyons,Analyst,Research,Speciality,Female,Other,26,15-03-2003,"$117,177",19%,India,Chicago,########
E00965,James Smith,Director,Finance,Manufacturing,Male,Other,36,19-11-2002,"$133,753",20%,Germany,Phoenix,03-03-2024
E00966,Stacey Smith,Vice President,Finance,Speciality,Male,Latino,38,14-07-2017,"$140,460",21%,Germany,Miami,28-04-2020
E00967,Frances Williams,Director,Marketing,Speciality,Male,Black,42,31-05-1998,"$91,701",5%,Brazil,Columbus,########
E00968,Vickie Wright,Engineer,Sales,Speciality,Male,Black,35,27-11-2011,"$197,789",27%,Germany,Rio de Janeiro,########
E00969,Dr. John Saunders,Manager,Sales,Corporate,Female,Caucasian,46,20-03-2002,"$80,650",11%,India,Miami,########
E00970,Christine Webb,Consultant,Finance,Corporate,Male,Asian,53,04-05-2018,"$58,530",23%,India,Seattle,########
E00971,John Ray,Analyst,Engineering,Speciality,Male,Latino,53,10-07-2019,"$66,770",6%,Brazil,Miami,########
E00972,Sara Graham,Technical,Research,Corporate,Female,Asian,58,27-01-2009,"$94,238",8%,United States,Seattle,########
E00973,Michele Peters,Engineer,Research,Speciality,Male,Black,47,07-11-2022,"$184,384",14%,United States,Seattle,########
E00974,Mrs. Jennifer Johnson,Technical,IT,Manufacturing,Female,Other,39,21-12-2004,"$89,823",19%,Germany,Austin,########
E00975,Brian Ramirez,Manager,Finance,Manufacturing,Female,Caucasian,60,20-02-2002,"$192,855",4%,China,Miami,########
E00976,Sherry Bright,Analyst,Research,Manufacturing,Male,Latino,37,14-06-1997,"$96,170",14%,Germany,Shanghai,########
E00977,Richard Mccarty,Consultant,Marketing,Corporate,Female,Black,31,31-05-2012,"$173,404",11%,China,Austin,########
E00978,Dennis Wood,Analyst,IT,Manufacturing,Female,Caucasian,35,16-05-2010,"$154,804",13%,China,Shanghai,########
E00979,Raymond Wiley,Coordinator,Finance,Manufacturing,Male,Latino,39,07-08-2019,"$55,447",11%,United States,Phoenix,########
E00980,John Allen,Technical,Sales,Corporate,Female,Caucasian,57,14-01-2018,"$187,345",11%,United States,Rio de Janeiro,########
E00981,Harold Curtis,Sr. Manager,Finance,Manufacturing,Female,Black,44,08-09-2012,"$154,809",0%,Brazil,Seattle,########
E00982,Mark Scott,Analyst,Marketing,Manufacturing,Female,Latino,53,08-03-2017,"$155,170",1%,Germany,Manaus,########
E00983,William Pennington,Analyst,Research,Manufacturing,Male,Black,31,17-01-2017,"$86,802",7%,China,Chongqing,07-01-2021
E00984,Jeffrey Ellis,Analyst,Engineering,Speciality,Female,Asian,41,13-07-2015,"$93,994",3%,China,Austin,########
E00985,Jasmin Salas,Technical,IT,Corporate,Male,Caucasian,53,06-07-2011,"$138,037",18%,United States,Miami,########
E00986,Robert Hodges,Technical,Sales,Speciality,Male,Caucasian,22,23-09-1998,"$67,557",18%,India,Miami,########
E00987,Brittany Johnson,Coordinator,Research,Manufacturing,Female,Black,44,28-02-2020,"$89,328",17%,United States,Shanghai,09-10-2022
E00988,Devin Berry,Analyst,Engineering,Corporate,Female,Black,34,10-07-2005,"$80,271",11%,Brazil,Chongqing,########
E00989,Thomas Brown,Engineer,IT,Manufacturing,Female,Other,31,10-07-2019,"$196,403",2%,United States,Chongqing,########
E00990,Diana Lopez,Coordinator,Research,Manufacturing,Female,Black,48,26-01-2018,"$107,269",6%,China,Shanghai,31-01-2021
E00991,Michael Morrow,Manager,Marketing,Corporate,Female,Black,54,03-02-1999,"$169,377",21%,India,Seattle,########
E00992,Elizabeth Orr,Technical,Marketing,Corporate,Male,Other,52,17-10-2019,"$88,842",2%,India,Chongqing,########
E00993,Thomas King,Vice President,Engineering,Speciality,Male,Black,37,20-09-2004,"$159,347",4%,India,Manaus,########
E00994,Angela Johnson,Manager,Finance,Speciality,Female,Black,42,10-10-2018,"$139,986",13%,Brazil,Rio de Janeiro,########
E00995,Danny Costa,Analyst,Research,Manufacturing,Female,Caucasian,38,28-05-2004,"$154,799",14%,Brazil,Shanghai,20-06-2022
E00996,Raymond Morris,Director,Research,Corporate,Female,Black,43,15-03-2015,"$161,843",16%,Brazil,Chongqing,11-01-2023
E00997,Richard Allen,Technical,Marketing,Manufacturing,Male,Asian,41,07-05-2004,"$97,023",26%,Brazil,Austin,########
E00998,Timothy Ward,Consultant,Marketing,Corporate,Male,Latino,41,02-01-2003,"$135,008",14%,India,Rio de Janeiro,20-12-2021
E00999,Emily Charles,Director,Sales,Corporate,Male,Caucasian,26,13-02-2004,"$174,856",18%,Brazil,Shanghai,28-03-2023
E01000,Deborah Jenkins,Manager,Marketing,Manufacturing,Male,Asian,28,22-06-1997,"$163,213",8%,China,Austin,########
